,title,type,release_year,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,word_count,genres_weight
251,The Terminal,MOVIE,2004,128,drama,92,1.0,7.4,441752.0,21.384,7.3,12,0.03650024883774565
252,Michael Clayton,MOVIE,2007,114,thriller,92,1.0,7.2,165109.0,16.97,6.7,15,0.08545452338467888
253,Road to Perdition,MOVIE,2002,117,thriller,92,1.0,7.7,265216.0,18.739,7.4,17,0.08545452338467888
254,Victorious,SHOW,2010,25,comedy,92,4.0,6.9,24838.0,71.494,8.221,10,0.022292220482381074
255,Big Fish,MOVIE,2003,125,action,92,1.0,8.0,437650.0,21.158,7.769,8,0.061918114174040764
256,The Hurt Locker,MOVIE,2008,131,thriller,92,1.0,7.5,446904.0,28.341,7.3,15,0.08545452338467888
257,Troy,MOVIE,2004,163,action,92,1.0,7.3,527447.0,48.407,7.1,4,0.061918114174040764
258,Sherlock Holmes,MOVIE,2009,129,crime,83,1.0,7.6,625708.0,43.297,7.2,15,0.05329376206256145
259,Trailer Park Boys,SHOW,2001,25,comedy,84,12.0,8.6,42733.0,22.603,8.0,17,0.022292220482381074
260,Love Actually,MOVIE,2003,135,drama,91,1.0,7.6,476101.0,36.484,7.1,13,0.03650024883774565
261,America's Next Top Model,SHOW,2003,44,reality,92,24.0,5.6,17905.0,14.501,5.3,24,0.009158442882633552
262,Get Smart,MOVIE,2008,110,comedy,92,1.0,6.5,216695.0,22.421,6.2,9,0.022292220482381074
263,Quantum of Solace,MOVIE,2008,106,thriller,91,1.0,6.6,444241.0,31.298,6.304,17,0.08545452338467888
264,The Blind Side,MOVIE,2009,129,drama,92,1.0,7.6,327675.0,63.663,7.661,14,0.03650024883774565
266,Identity,MOVIE,2003,90,thriller,92,1.0,7.3,240433.0,19.558,7.181,8,0.08545452338467888
267,I Am Legend,MOVIE,2007,101,scifi,92,1.0,7.2,745093.0,69.139,7.192,11,0.10741293713508855
268,The Fairly OddParents,SHOW,2001,23,comedy,84,10.0,7.2,38046.0,67.192,7.7,21,0.022292220482381074
269,Grown Ups,MOVIE,2010,102,comedy,92,1.0,5.9,249934.0,98.37,6.333,9,0.022292220482381074
270,The Girl Next Door,MOVIE,2004,110,comedy,92,1.0,6.7,223380.0,37.315,6.7,18,0.022292220482381074
271,Ned's Declassified School Survival Guide,SHOW,2004,25,family,92,3.0,7.4,17864.0,33.115,8.6,40,0.011507228433050508
273,Public Enemies,MOVIE,2009,140,action,92,1.0,7.0,300773.0,85.039,6.7,14,0.061918114174040764
274,Not Another Teen Movie,MOVIE,2001,89,comedy,92,1.0,5.7,105352.0,36.438,5.8,22,0.022292220482381074
275,Blow,MOVIE,2001,124,crime,92,1.0,7.5,258431.0,24.348,7.4,4,0.05329376206256145
276,Hancock,MOVIE,2008,92,fantasy,92,1.0,6.4,476593.0,121.985,6.33,7,0.055241979534612726
277,iCarly,SHOW,2007,26,comedy,92,6.0,6.7,38877.0,100.996,8.0,6,0.022292220482381074
278,The Pursuit of Happyness,MOVIE,2006,117,drama,92,1.0,8.0,501457.0,47.893,7.9,24,0.03650024883774565
279,Monster,MOVIE,2003,110,crime,92,1.0,7.3,150339.0,16.309,7.2,7,0.05329376206256145
280,Rambo,MOVIE,2008,92,action,89,1.0,7.0,230333.0,72.224,6.6,5,0.061918114174040764
281,Something's Gotta Give,MOVIE,2003,128,drama,92,1.0,6.7,121364.0,14.619,6.6,22,0.03650024883774565
282,Harold & Kumar Go to White Castle,MOVIE,2004,83,comedy,92,1.0,7.0,194695.0,15.026,6.5,33,0.022292220482381074
283,Thir13en Ghosts,MOVIE,2001,91,horror,84,1.0,5.6,87083.0,50.592,6.2,15,0.15172426350096502
284,Merlin,SHOW,2008,44,action,91,5.0,7.9,80927.0,74.931,7.9,6,0.061918114174040764
285,Transformers: Prime,SHOW,2010,22,action,92,4.0,7.9,6636.0,28.925,8.0,19,0.061918114174040764
286,Cloudy with a Chance of Meatballs,MOVIE,2009,90,animation,92,1.0,6.9,229274.0,58.945,6.6,33,0.006979595304856584
287,The Mole,SHOW,2001,47,reality,76,5.0,7.6,1155.0,2.189,7.8,8,0.009158442882633552
288,Offspring,SHOW,2010,44,drama,83,7.0,8.3,4880.0,10.243,7.0,9,0.03650024883774565
289,Halloween,MOVIE,2007,109,horror,92,1.0,6.0,119606.0,38.491,6.2,9,0.15172426350096502
290,Code Geass: Lelouch of the Rebellion,SHOW,2006,24,scifi,74,3.0,8.7,62367.0,35.011,8.493,36,0.10741293713508855
291,Jackass: The Movie,MOVIE,2002,88,comedy,92,1.0,6.6,94423.0,25.23,6.3,18,0.022292220482381074
292,Semi-Pro,MOVIE,2008,94,comedy,92,1.0,5.8,82159.0,12.789,5.6,8,0.022292220482381074
293,The Lake House,MOVIE,2006,99,drama,92,1.0,6.8,149070.0,16.31,7.0,14,0.03650024883774565
294,The Girl Next Door,MOVIE,2007,91,crime,92,1.0,6.5,26293.0,13.131,6.7,18,0.05329376206256145
295,The Book of Eli,MOVIE,2010,118,scifi,92,1.0,6.8,314920.0,30.476,6.8,15,0.10741293713508855
296,Blood Diamond,MOVIE,2006,143,drama,89,1.0,8.0,541547.0,47.39,7.5,13,0.03650024883774565
297,Just Like Heaven,MOVIE,2005,95,romance,92,1.0,6.7,108029.0,17.486,6.9,16,0.0394984402121797
298,Ip Man,MOVIE,2008,106,drama,81,1.0,8.0,222372.0,21.074,7.7,6,0.03650024883774565
299,21,MOVIE,2008,123,crime,92,1.0,6.8,249016.0,27.013,6.7,2,0.05329376206256145
300,Friday the 13th,MOVIE,2009,97,horror,92,1.0,5.5,106970.0,45.551,5.8,15,0.15172426350096502
301,Gurren Lagann,SHOW,2007,24,action,74,1.0,8.3,17024.0,27.924,8.2,13,0.061918114174040764
302,Let Me In,MOVIE,2010,116,drama,91,1.0,7.1,121008.0,22.791,6.8,9,0.03650024883774565
303,Dead Set,SHOW,2008,141,scifi,91,1.0,7.6,19812.0,9.68,7.3,8,0.10741293713508855
304,A Nightmare on Elm Street,MOVIE,2010,95,horror,92,1.0,5.2,99894.0,39.672,5.5,25,0.15172426350096502
305,Winx Club,SHOW,2004,23,animation,71,8.0,6.2,6700.0,25.633,8.222,9,0.006979595304856584
306,Miss Congeniality 2: Armed and Fabulous,MOVIE,2005,115,action,92,1.0,5.1,74637.0,21.495,5.7,39,0.061918114174040764
307,The Bucket List,MOVIE,2007,97,drama,92,1.0,7.4,244028.0,22.0,7.2,15,0.03650024883774565
308,Octonauts,SHOW,2010,15,action,91,7.0,7.6,1083.0,40.327,7.4,9,0.061918114174040764
309,Sonic X,SHOW,2003,21,family,74,3.0,6.2,4709.0,37.945,7.5,7,0.011507228433050508
310,Scary Movie 4,MOVIE,2006,83,comedy,92,1.0,5.1,120997.0,83.018,5.5,13,0.022292220482381074
311,The Sweetest Thing,MOVIE,2002,84,comedy,92,1.0,5.1,58884.0,10.625,5.5,18,0.022292220482381074
312,How Do You Know,MOVIE,2010,121,comedy,92,1.0,5.4,50383.0,9.889,5.251,15,0.022292220482381074
313,Mr. Bean's Holiday,MOVIE,2007,90,family,92,1.0,6.4,125160.0,32.512,6.3,18,0.011507228433050508
314,The Interpreter,MOVIE,2005,128,thriller,91,1.0,6.4,106781.0,12.694,6.299,15,0.08545452338467888
315,John Q,MOVIE,2002,116,drama,92,1.0,7.0,133215.0,32.229,7.121,6,0.03650024883774565
316,3 Idiots,MOVIE,2009,170,drama,75,1.0,8.4,390739.0,44.999,8.0,8,0.03650024883774565
317,The One,MOVIE,2001,87,thriller,92,1.0,5.9,92007.0,21.223,6.1,7,0.08545452338467888
318,H2O: Just Add Water,SHOW,2006,25,scifi,83,3.0,7.2,15179.0,30.832,7.8,19,0.10741293713508855
319,The Texas Chainsaw Massacre,MOVIE,2003,98,horror,92,1.0,6.2,141736.0,80.47,6.2,27,0.15172426350096502
320,Still Game,SHOW,2002,29,comedy,91,9.0,8.9,7689.0,5.128,8.3,10,0.022292220482381074
321,The Cat in the Hat,MOVIE,2003,82,family,92,1.0,4.0,82684.0,66.8,5.3,18,0.011507228433050508
322,Tears of the Sun,MOVIE,2003,121,war,92,1.0,6.6,121957.0,43.254,6.797,16,0.11031402109658546
323,Due Date,MOVIE,2010,95,comedy,92,1.0,6.5,341390.0,36.06,6.3,8,0.022292220482381074
324,Black Butler,SHOW,2008,25,scifi,74,3.0,8.2,1877.0,36.122,7.5,12,0.10741293713508855
325,We Are Marshall,MOVIE,2006,131,drama,92,1.0,7.0,61345.0,13.173,6.9,15,0.03650024883774565
326,Blood and Bone,MOVIE,2009,93,thriller,92,1.0,6.7,33051.0,33.787,7.4,14,0.08545452338467888
327,Freddy vs. Jason,MOVIE,2003,97,horror,71,1.0,5.7,118925.0,65.747,6.0,16,0.15172426350096502
328,The Golden Compass,MOVIE,2007,113,action,91,1.0,6.1,187485.0,20.255,6.0,18,0.061918114174040764
329,The 4400,SHOW,2004,44,drama,92,4.0,7.3,45249.0,37.169,7.2,8,0.03650024883774565
330,The Men Who Stare at Goats,MOVIE,2009,94,comedy,92,1.0,6.2,132177.0,19.022,6.0,26,0.022292220482381074
331,Strawberry Shortcake,SHOW,2003,23,animation,92,4.0,7.0,13.0,31.584,6.9,20,0.006979595304856584
332,Shaun the Sheep,SHOW,2007,7,animation,91,6.0,8.1,28.0,31.375,7.9,15,0.006979595304856584
333,Cleaner,MOVIE,2007,88,thriller,92,1.0,6.1,42285.0,11.509,6.0,7,0.08545452338467888
334,Toradora!,SHOW,2008,30,animation,74,2.0,8.0,14828.0,24.352,8.5,9,0.006979595304856584
335,Big Time Rush,SHOW,2009,25,family,92,4.0,6.3,12288.0,55.706,8.774,13,0.011507228433050508
336,Monster House,MOVIE,2006,91,animation,92,1.0,6.6,117008.0,51.891,6.6,13,0.006979595304856584
337,Good Luck Chuck,MOVIE,2007,101,comedy,92,1.0,5.6,90212.0,30.423,5.9,15,0.022292220482381074
338,"10,000 BC",MOVIE,2008,109,action,92,1.0,5.1,130813.0,24.671,5.4,9,0.061918114174040764
339,Cop Out,MOVIE,2010,107,crime,92,1.0,5.5,88026.0,13.63,5.6,7,0.05329376206256145
340,The Cave,MOVIE,2005,97,horror,89,1.0,5.1,38734.0,13.695,5.3,8,0.15172426350096502
341,Starsky & Hutch,MOVIE,2004,101,comedy,92,1.0,6.1,146880.0,13.938,5.8,15,0.022292220482381074
342,New York Minute,MOVIE,2004,87,comedy,92,1.0,4.9,23476.0,11.818,6.2,15,0.022292220482381074
343,Rumor Has It...,MOVIE,2005,97,romance,89,1.0,5.5,58247.0,13.521,5.6,15,0.0394984402121797
344,Comedian,MOVIE,2002,82,comedy,92,1.0,6.9,6985.0,4.854,6.7,8,0.022292220482381074
345,Catch and Release,MOVIE,2006,111,drama,92,1.0,5.9,26528.0,9.435,5.9,17,0.03650024883774565
346,Midnight Diner,SHOW,2009,27,drama,74,5.0,8.6,2256.0,7.356,7.9,14,0.03650024883774565
347,Lagaan: Once Upon a Time in India,MOVIE,2001,224,romance,75,1.0,8.1,111053.0,10.097,7.3,33,0.0394984402121797
348,Pocoyo,SHOW,2005,11,animation,91,4.0,3.9,93.0,27.339,7.1,6,0.006979595304856584
349,Total Drama Island,SHOW,2007,23,war,84,6.0,7.3,10886.0,16.655,7.3,18,0.11031402109658546
350,Kath & Kim,SHOW,2002,24,comedy,83,4.0,8.3,4261.0,3.926,6.6,10,0.022292220482381074
352,Friends with Money,MOVIE,2006,88,comedy,92,1.0,5.8,30468.0,11.86,5.1,18,0.022292220482381074
353,Ip Man 2,MOVIE,2010,108,drama,81,1.0,7.5,104500.0,4.516,7.5,8,0.03650024883774565
354,Life As We Know It,MOVIE,2010,114,comedy,92,1.0,6.5,131623.0,40.534,6.9,18,0.022292220482381074
355,Death at a Funeral,MOVIE,2010,92,comedy,92,1.0,5.7,49901.0,15.989,5.8,18,0.022292220482381074
356,Dreamer: Inspired By a True Story,MOVIE,2005,106,family,92,1.0,6.8,13205.0,10.235,6.9,33,0.011507228433050508
358,Premonition,MOVIE,2007,96,thriller,92,1.0,5.9,78494.0,14.21,6.3,11,0.08545452338467888
359,Soul Plane,MOVIE,2004,86,romance,92,1.0,4.5,23048.0,21.864,5.3,10,0.0394984402121797
361,The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,91,thriller,92,1.0,5.8,72845.0,57.763,6.1,42,0.08545452338467888
363,Ouran High School Host Club,SHOW,2006,23,comedy,74,1.0,8.2,9929.0,18.186,8.4,27,0.022292220482381074
364,Masha and the Bear,SHOW,2009,7,family,49,5.0,7.5,3169.0,38.171,6.9,18,0.011507228433050508
365,Louis C.K.: Hilarious,MOVIE,2010,84,comedy,92,1.0,8.4,12089.0,5.717,7.9,21,0.022292220482381074
366,Mobile Suit Gundam Unicorn,SHOW,2010,36,scifi,74,2.0,7.8,1291.0,10.936,7.9,26,0.10741293713508855
367,Wakfu,SHOW,2008,22,action,77,3.0,8.1,1497.0,19.736,8.9,5,0.061918114174040764
368,Deck the Halls,MOVIE,2006,93,family,92,1.0,5.0,27936.0,11.999,5.5,14,0.011507228433050508
369,Takers,MOVIE,2010,107,action,92,1.0,6.2,62464.0,15.872,6.228,6,0.061918114174040764
370,Vampire Knight,SHOW,2008,25,animation,74,2.0,7.3,5245.0,17.547,8.4,14,0.006979595304856584
371,Boys Over Flowers,SHOW,2009,64,comedy,63,1.0,7.9,11902.0,80.384,8.28,17,0.022292220482381074
372,Like Stars on Earth,MOVIE,2007,165,drama,75,1.0,8.3,189685.0,17.66,8.012,19,0.03650024883774565
373,Did You Hear About the Morgans?,MOVIE,2009,103,comedy,92,1.0,4.9,40551.0,12.459,5.4,31,0.022292220482381074
374,Stuart Little 2,MOVIE,2002,78,animation,92,1.0,5.5,54193.0,36.691,5.733,15,0.006979595304856584
375,The Garfield Show,SHOW,2009,17,animation,92,5.0,5.4,2578.0,25.677,5.2,17,0.006979595304856584
376,Ben & Holly's Little Kingdom,SHOW,2009,14,animation,91,3.0,7.4,1261.0,11.735,6.6,28,0.006979595304856584
377,Half Past Dead,MOVIE,2002,98,thriller,89,1.0,4.6,15740.0,12.906,5.2,14,0.08545452338467888
378,Code Lyoko,SHOW,2003,24,action,77,5.0,7.3,5165.0,9.597,7.7,10,0.061918114174040764
379,DreamWorks Shrek's Swamp Stories,SHOW,2010,24,comedy,92,1.0,6.5,346.0,5.014,8.8,32,0.022292220482381074
380,Christmas with the Kranks,MOVIE,2004,99,comedy,92,1.0,5.4,49302.0,17.708,6.1,25,0.022292220482381074
381,The Game,SHOW,2006,22,drama,92,10.0,6.6,4449.0,12.124,8.4,8,0.03650024883774565
382,Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,55,comedy,92,1.0,8.1,1768.0,2.422,7.9,49,0.022292220482381074
383,Alpha and Omega,MOVIE,2010,88,animation,84,1.0,5.1,14362.0,13.523,5.9,15,0.006979595304856584
384,Pororo the Little Penguin,SHOW,2003,9,scifi,63,7.0,6.3,91.0,4.404,5.0,25,0.10741293713508855
385,The Legend of Bruce Lee,SHOW,2008,45,action,58,1.0,7.0,1422.0,21.479,6.0,23,0.061918114174040764
386,Den-noh Coil,SHOW,2007,25,scifi,74,1.0,7.8,881.0,13.045,7.9,12,0.10741293713508855
388,Initial D,MOVIE,2005,107,crime,74,1.0,6.3,8678.0,18.607,6.7,9,0.05329376206256145
389,Naruto Shippuden the Movie,MOVIE,2007,94,animation,74,1.0,6.7,4090.0,316.471,7.2,26,0.006979595304856584
390,Gifted Hands: The Ben Carson Story,MOVIE,2009,86,drama,92,1.0,7.6,10881.0,43.409,7.8,34,0.03650024883774565
391,The Legend of the Nahuala,MOVIE,2007,80,fantasy,51,1.0,6.1,511.0,47.66,7.6,25,0.055241979534612726
392,One Piece: Strong World,MOVIE,2009,114,fantasy,74,1.0,7.5,5467.0,39.946,7.5,23,0.055241979534612726
393,Chaos,MOVIE,2005,106,crime,84,1.0,6.4,54900.0,17.029,6.3,5,0.05329376206256145
394,Waist Deep,MOVIE,2006,97,thriller,92,1.0,5.8,9990.0,15.58,6.6,10,0.08545452338467888
395,Zig and Sharko,SHOW,2010,9,comedy,77,3.0,6.8,671.0,19.476,5.8,14,0.022292220482381074
396,Trailer Park Boys: The Movie,MOVIE,2006,95,comedy,84,1.0,7.1,12910.0,6.191,6.7,28,0.022292220482381074
397,Johnny Test,SHOW,2005,18,animation,84,6.0,5.1,8322.0,22.516,5.6,11,0.006979595304856584
398,Tito,MOVIE,2004,120,documentation,38,1.0,7.2,3214.0,1.814,7.8,4,0.016963451197455785
399,Even the Rain,MOVIE,2010,104,drama,77,1.0,7.4,13533.0,8.526,6.9,13,0.03650024883774565
400,Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,46,comedy,92,1.0,7.6,1819.0,3.787,6.5,40,0.022292220482381074
401,Bo on the Go!,SHOW,2007,22,animation,84,4.0,4.2,123.0,1.52,6.0,13,0.006979595304856584
402,Udaan,MOVIE,2010,138,drama,75,1.0,8.1,44862.0,5.019,7.3,5,0.03650024883774565
403,Om Shanti Om,MOVIE,2007,162,thriller,75,1.0,6.7,43052.0,11.847,7.021,12,0.08545452338467888
404,Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,102,comedy,84,1.0,7.3,7488.0,4.683,6.8,42,0.022292220482381074
405,Half & Half,SHOW,2002,21,comedy,92,4.0,7.0,1860.0,8.06,8.1,11,0.022292220482381074
406,Kabhi Khushi Kabhie Gham,MOVIE,2001,210,drama,75,1.0,7.4,49273.0,13.699,7.9,24,0.03650024883774565
407,Kal Ho Naa Ho,MOVIE,2003,186,drama,75,1.0,7.9,68551.0,12.001,7.5,13,0.03650024883774565
408,Jab We Met,MOVIE,2007,144,romance,75,1.0,7.9,52531.0,8.69,7.4,10,0.0394984402121797
409,From Within,MOVIE,2008,89,horror,92,1.0,5.6,7650.0,7.282,5.6,11,0.15172426350096502
410,Black Friday,MOVIE,2004,161,crime,75,1.0,8.4,20768.0,5.753,7.4,12,0.05329376206256145
412,Jodhaa Akbar,MOVIE,2008,214,romance,75,1.0,7.5,32440.0,11.959,7.4,12,0.0394984402121797
413,Dinosaur King,SHOW,2007,20,action,74,2.0,5.6,737.0,28.909,8.2,13,0.061918114174040764
414,"Cairo 6,7,8",MOVIE,2010,100,drama,38,1.0,7.4,4421.0,4.431,7.7,11,0.03650024883774565
415,Zach Galifianakis: Live at the Purple Onion,MOVIE,2007,61,comedy,92,1.0,7.2,3977.0,4.43,7.0,43,0.022292220482381074
416,First Sunday,MOVIE,2008,96,comedy,92,1.0,4.5,10927.0,8.809,5.6,12,0.022292220482381074
417,El Escamoso,SHOW,2001,48,drama,22,1.0,7.5,325.0,32.626,7.8,11,0.03650024883774565
418,Inuyasha the Movie: Affections Touching Across Time,MOVIE,2001,99,action,74,1.0,7.2,2593.0,36.262,7.6,51,0.061918114174040764
419,Swades,MOVIE,2004,189,drama,75,1.0,8.1,89556.0,10.352,7.4,6,0.03650024883774565
420,Bon Cop Bad Cop,MOVIE,2006,116,comedy,84,1.0,6.5,61.0,7.956,6.4,15,0.022292220482381074
421,Horrid Henry,SHOW,2006,13,animation,91,5.0,6.3,944.0,2.36,8.0,12,0.006979595304856584
422,The Boy Who Cried Werewolf,MOVIE,2010,97,fantasy,92,1.0,5.9,3315.0,17.774,6.4,26,0.055241979534612726
423,Rang De Basanti,MOVIE,2006,157,drama,75,1.0,8.1,118477.0,6.848,7.2,15,0.03650024883774565
424,The Mafia Dolls,SHOW,2009,43,drama,22,2.0,6.6,293.0,27.667,7.4,15,0.03650024883774565
425,Vientos de agua,SHOW,2006,73,drama,37,1.0,8.8,1051.0,1.41,8.8,15,0.03650024883774565
426,Timmy Time,SHOW,2009,14,animation,91,3.0,6.9,1111.0,14.959,6.2,10,0.006979595304856584
427,Iris,SHOW,2009,61,action,63,2.0,7.8,1951.0,9.239,7.6,4,0.061918114174040764
428,Guru,MOVIE,2007,166,romance,75,1.0,7.7,23708.0,8.071,6.7,4,0.0394984402121797
429,Whitney Cummings: Money Shot,MOVIE,2010,48,comedy,92,1.0,6.2,917.0,2.718,5.9,28,0.022292220482381074
430,Welcome,MOVIE,2007,160,drama,75,1.0,7.0,22243.0,8.815,6.5,7,0.03650024883774565
431,Jim Gaffigan: King Baby,MOVIE,2009,72,comedy,92,1.0,7.7,2564.0,4.283,7.0,23,0.022292220482381074
432,Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,2008,60,comedy,92,1.0,7.6,1794.0,3.826,7.5,51,0.022292220482381074
433,Tayo the Little Bus,SHOW,2010,11,animation,63,6.0,5.3,158.0,4.871,6.3,19,0.006979595304856584
434,Dil Chahta Hai,MOVIE,2001,184,romance,75,1.0,8.1,71586.0,5.704,7.0,14,0.0394984402121797
435,Anbe Sivam,MOVIE,2003,160,comedy,75,1.0,8.7,21167.0,4.634,7.5,10,0.022292220482381074
436,One on One,SHOW,2001,20,comedy,92,5.0,7.0,2323.0,6.204,7.9,10,0.022292220482381074
437,Tony Manero,MOVIE,2008,97,drama,27,1.0,6.8,4255.0,3.891,6.3,11,0.03650024883774565
438,A Lion in the House,MOVIE,2006,225,documentation,92,1.0,8.7,324.0,2.821,6.5,19,0.016963451197455785
439,Bleach the Movie: Fade to Black,MOVIE,2008,94,fantasy,74,1.0,7.1,2207.0,40.732,7.0,31,0.055241979534612726
440,Delta Farce,MOVIE,2007,90,comedy,92,1.0,3.6,11177.0,10.367,5.0,11,0.022292220482381074
441,My Suicide,MOVIE,2009,110,drama,92,1.0,7.0,1981.0,2.951,6.1,10,0.03650024883774565
442,Phir Hera Pheri,MOVIE,2006,155,comedy,75,1.0,7.1,23119.0,8.428,6.4,15,0.022292220482381074
443,Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,85,animation,74,1.0,6.8,3650.0,97.631,7.0,42,0.006979595304856584
444,Divine Intervention,MOVIE,2002,92,romance,77,1.0,6.6,3598.0,2.894,6.4,19,0.0394984402121797
445,Da Kath & Kim Code,MOVIE,2005,90,comedy,83,1.0,7.3,928.0,1.366,6.4,18,0.022292220482381074
446,Trotro,SHOW,2004,3,animation,77,2.0,6.3,122.0,1.841,7.2,6,0.006979595304856584
447,Kevin Hart: I'm a Grown Little Man,MOVIE,2009,73,comedy,92,1.0,7.5,4411.0,6.236,7.3,34,0.022292220482381074
448,Bleach the Movie: Hell Verse,MOVIE,2010,94,fantasy,74,1.0,7.4,2416.0,53.143,7.4,28,0.055241979534612726
449,Naruto Shippuden the Movie: Bonds,MOVIE,2008,90,fantasy,74,1.0,6.8,4551.0,109.752,7.2,33,0.055241979534612726
450,Don,MOVIE,2006,167,thriller,75,1.0,7.1,37131.0,8.892,7.1,3,0.08545452338467888
451,Chup Chup Ke,MOVIE,2006,165,comedy,75,1.0,6.9,10810.0,3.942,6.1,12,0.022292220482381074
452,Naruto Shippuden the Movie: The Will of Fire,MOVIE,2009,95,action,74,1.0,7.0,3702.0,101.203,7.3,44,0.061918114174040764
453,Fashion,MOVIE,2008,167,drama,75,1.0,6.9,12533.0,7.048,6.3,7,0.03650024883774565
454,Arahan,MOVIE,2004,114,fantasy,63,1.0,6.6,3841.0,12.181,6.6,6,0.055241979534612726
456,Oscar's Oasis,SHOW,2010,9,animation,77,1.0,7.4,586.0,4.963,7.4,13,0.006979595304856584
457,Whisky,MOVIE,2004,99,comedy,37,1.0,7.1,6293.0,5.108,6.8,6,0.022292220482381074
458,Ajab Prem Ki Ghazab Kahani,MOVIE,2009,150,comedy,75,1.0,6.3,14603.0,6.675,6.1,26,0.022292220482381074
459,Te quiero,MOVIE,2001,85,drama,77,1.0,5.0,75.0,0.967,2.0,9,0.03650024883774565
461,Sir! No Sir!,MOVIE,2005,85,war,92,1.0,7.6,783.0,2.089,7.0,12,0.11031402109658546
462,Race,MOVIE,2008,161,drama,75,1.0,7.0,63.0,5.732,6.1,4,0.03650024883774565
463,Sivaji: The Boss,MOVIE,2007,189,action,75,1.0,7.5,19777.0,7.686,7.1,16,0.061918114174040764
464,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,2002,100,fantasy,74,1.0,7.3,2148.0,30.957,7.6,57,0.055241979534612726
465,Interview with a Serial Killer,MOVIE,2008,44,documentation,92,1.0,5.9,611.0,1.378,5.1,30,0.016963451197455785
467,G.O.R.A.,MOVIE,2004,127,action,68,1.0,8.0,62386.0,7.047,7.2,8,0.061918114174040764
468,Guzaarish,MOVIE,2010,126,romance,75,1.0,7.4,18603.0,5.554,7.4,9,0.0394984402121797
470,Raajneeti,MOVIE,2010,167,drama,75,1.0,7.1,17697.0,3.761,6.3,9,0.03650024883774565
472,Jaane Tu... Ya Jaane Na,MOVIE,2008,146,drama,75,1.0,7.4,26894.0,7.196,6.8,23,0.03650024883774565
473,Accident,MOVIE,2009,89,action,81,1.0,6.6,3327.0,5.165,6.6,8,0.061918114174040764
474,Jeff Dunham: Arguing with Myself,MOVIE,2006,76,comedy,92,1.0,8.0,4000.0,5.406,6.6,32,0.022292220482381074
475,Chalte Chalte,MOVIE,2003,167,drama,75,1.0,6.5,15468.0,6.121,6.2,13,0.03650024883774565
476,Naruto: Ninja Clash in the Land of Snow,MOVIE,2004,90,comedy,74,1.0,6.6,6866.0,50.604,7.2,39,0.022292220482381074
477,Taxi No. 9 2 11,MOVIE,2006,116,drama,75,1.0,7.2,9964.0,2.636,6.5,15,0.03650024883774565
478,Yuva,MOVIE,2004,161,crime,75,1.0,7.3,8929.0,3.893,6.4,4,0.05329376206256145
479,Cocaine,SHOW,2005,49,documentation,92,1.0,7.1,61.0,0.6,7.0,7,0.016963451197455785
480,The Cartel,SHOW,2008,44,action,22,2.0,8.0,774.0,189.665,7.5,10,0.061918114174040764
481,Wake Up Sid,MOVIE,2009,138,comedy,75,1.0,7.6,31167.0,5.035,7.1,11,0.022292220482381074
482,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,2008,95,action,74,1.0,7.0,1233.0,51.441,7.1,79,0.061918114174040764
483,Awara Paagal Deewana,MOVIE,2002,169,comedy,75,1.0,6.2,8393.0,5.941,5.5,20,0.022292220482381074
484,Kabhi Alvida Naa Kehna,MOVIE,2006,184,drama,75,1.0,6.0,19947.0,9.421,6.4,22,0.03650024883774565
485,The Blue Umbrella,MOVIE,2005,90,drama,75,1.0,7.3,2097.0,2.177,6.3,17,0.03650024883774565
486,Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,95,action,74,1.0,6.4,4050.0,58.559,7.0,46,0.061918114174040764
487,Ishqiya,MOVIE,2010,115,thriller,75,1.0,7.3,10469.0,3.912,6.3,7,0.08545452338467888
488,Life in a Metro,MOVIE,2007,124,drama,75,1.0,7.4,12036.0,3.965,6.4,15,0.03650024883774565
489,Nuevo Rico Nuevo Pobre,SHOW,2007,44,comedy,22,1.0,7.1,211.0,13.94,7.8,22,0.022292220482381074
490,Monty Python's Personal Best,SHOW,2006,56,comedy,92,1.0,7.9,441.0,0.6,8.0,28,0.022292220482381074
491,I Hate Luv Storys,MOVIE,2010,129,comedy,75,1.0,5.6,8042.0,6.801,5.9,17,0.022292220482381074
492,Main Hoon Na,MOVIE,2004,179,drama,75,1.0,7.0,35484.0,12.629,6.9,12,0.03650024883774565
493,Billu,MOVIE,2009,137,drama,75,1.0,6.3,11884.0,7.028,6.5,5,0.03650024883774565
494,Paheli,MOVIE,2005,141,romance,75,1.0,6.3,13263.0,6.607,6.3,6,0.0394984402121797
495,Rock On!!,MOVIE,2008,144,drama,75,1.0,7.7,22092.0,4.956,6.9,9,0.03650024883774565
496,"LSD: Love, Sex aur Dhokha",MOVIE,2010,108,drama,75,1.0,7.2,5684.0,3.126,6.1,25,0.03650024883774565
