,title,type,release_year,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,word_count,genres_weight
5020,Dangerous Liaisons,MOVIE,2022,109,romance,77,1.0,3.9,1040.0,81.133,5.375,18,0.0394984402121797
5021,He-Man and the Masters of the Universe,SHOW,2021,25,animation,92,3.0,5.8,1679.0,22.627,7.078,38,0.006979595304856584
5022,Awake,MOVIE,2021,96,drama,92,1.0,4.9,21498.0,89.154,6.0,5,0.03650024883774565
5023,Amy Schumer Presents: Parental Advisory,MOVIE,2022,57,comedy,21,1.0,3.8,581.0,3.269,4.8,39,0.022292220482381074
5024,The Ultimatum: Marry or Move On,SHOW,2022,49,reality,92,1.0,5.4,1759.0,2.696,6.2,31,0.009158442882633552
5025,Katla,SHOW,2021,46,drama,61,1.0,7.0,13472.0,52.807,7.2,5,0.03650024883774565
5026,The Last Bus,SHOW,2022,35,scifi,91,1.0,5.0,590.0,3.658,8.2,12,0.10741293713508855
5027,7 Prisoners,MOVIE,2021,93,drama,42,1.0,7.1,6877.0,95.706,7.1,11,0.03650024883774565
5028,Tear Along the Dotted Line,SHOW,2021,19,drama,71,1.0,8.7,8053.0,24.559,8.3,26,0.03650024883774565
5029,He's All That,MOVIE,2021,91,comedy,92,1.0,4.3,24253.0,79.838,6.8,13,0.022292220482381074
5031,Robin Robin,MOVIE,2021,30,animation,91,1.0,7.2,1533.0,46.42,7.1,11,0.006979595304856584
5032,Prayers for the Stolen,MOVIE,2021,110,drama,42,1.0,7.3,1729.0,16.208,7.8,22,0.03650024883774565
5033,Aziz Ansari: Nightclub Comedian,MOVIE,2022,29,comedy,92,1.0,7.0,2235.0,3.061,6.7,31,0.022292220482381074
5034,Kuttavum Shikshayum,MOVIE,2022,136,crime,75,1.0,6.2,610.0,3.096,8.5,19,0.05329376206256145
5036,Trese,SHOW,2021,29,horror,16,1.0,7.0,3803.0,20.878,7.4,5,0.15172426350096502
5037,WWII in Color: Road to Victory,SHOW,2021,51,documentation,91,1.0,8.2,1684.0,8.514,7.9,30,0.016963451197455785
5038,The House,MOVIE,2022,31,thriller,91,1.0,6.9,9535.0,8.347,7.0,9,0.08545452338467888
5039,The Royal Treatment,MOVIE,2022,96,romance,92,1.0,5.2,8803.0,83.831,6.747,19,0.0394984402121797
5040,Schumacher,MOVIE,2021,112,sport,89,1.0,7.4,22280.0,14.35,7.4,10,0.03219717660196885
5041,There's Someone Inside Your House,MOVIE,2021,96,horror,92,1.0,4.8,15380.0,79.807,5.6,33,0.15172426350096502
5042,Animal,SHOW,2021,46,documentation,92,2.0,7.9,1181.0,4.822,8.5,6,0.016963451197455785
5043,Stowaway,MOVIE,2021,117,thriller,89,1.0,5.6,45090.0,23.376,5.875,8,0.08545452338467888
5044,Hometown Cha-Cha-Cha,SHOW,2021,78,comedy,63,1.0,8.4,11060.0,40.151,8.2,20,0.022292220482381074
5045,Ali Wong: Don Wong,MOVIE,2022,59,comedy,92,1.0,6.5,2352.0,6.125,6.9,18,0.022292220482381074
5046,Jimmy Carr: His Dark Material,MOVIE,2021,59,comedy,91,1.0,7.1,4775.0,4.254,6.6,29,0.022292220482381074
5047,History of Swear Words,SHOW,2021,21,documentation,92,1.0,6.4,4877.0,5.6,7.0,22,0.016963451197455785
